year notice was documented,notice_date,company,business_type,dislocation
2020,4/3/2020,"Consolidated Bus Transit (CBT) Para Transit, Inc.",Bus Transit,Contract Loss/End
2020,3/27/2020,"Priority 1 Security, LLC","Watch, Guard, Patrol Agency",Contract Loss/End
2020,2/28/2020,"CareRide Paratransit, LLC",Paratransit transportation throughout the 5 boroughs of New York City.,Contract Loss/End
2020,2/28/2020,"Swissport SA, LLC (JFK Airport)","Provides ground, cargo and passenger services",Contract Loss/End
2020,2/19/2020,"Columbus Transit, LLC",Transportation Services,Contract Loss/End
2020,1/13/2020,Brooklyn Community Services (BCS),Non-profit organization,Contract Loss/End
2020,12/30/2019,"New York Express and Logistics, LLC",Trucking company providing freight transportation services and hauling cargo,Contract Loss/End
2019,11/14/2019,Home Box Office. Inc.,"American premium channel owned by the Home Box Office, Inc.",Merger
2019,11/15/2019,"Residential Treatment Center and Learning Center, Lutheran  Social Services Group, Inc. (Gustavus Adoiphus Child and Family Services, Inc.)","American premium channel owned by the Home Box Office, Inc.",Merger
2019,11/15/2019,"Residential Treatment Center (Gustavus Adolphus Child and  Family Services, Inc.)","American premium channel owned by the Home Box Office, Inc.",Merger
2019,11/15/2019,"Learning Center (Gustavus Adolphus Child and Family Services,  Inc.)","American premium channel owned by the Home Box Office, Inc.",Merger
2019,11/20/2019,Mountain States Rosen Company (Hunts Point Co Op Markets),"American premium channel owned by the Home Box Office, Inc.",Merger
2019,10/22/2019,"Home Box Office, Inc.","American premium channel owned by the Home Box Office, Inc.",Merger
2019,8/1/2019,"Home Box Office, Inc.",American premium channel,Merger
2019,8/1/2019,Home Box Office. Inc.,American premium channel,Merger
2019,10/2/2019,Home Box Office. Inc. (HBO Service Corp.),American premium channel,Merger
2019,9/30/2019,"Warner Media, LLC (formerly Time Warner Inc.)",Media services,Merger
2019,9/9/2019,Home Box Office. Inc. (HBO Service Corp.),"American premium channel owned by the Home Box Office, Inc.",Merger
2019,8/15/2019,"Home Box Office, Inc.",American premium channel,Merger
2019,Notices,"Warner Media, LLC (formerly Time Warner Inc.)",Media services,Merger
2018,8/9/2018,"Warner Media, LLC (formerly Time Warner Inc.)",Media services,Merger
2018,9/28/2018,Greater Hudson Bank,Banking services,Merger
2018,8/21/2018,"Fitzpatrick, Cella, Harper & Scinto",Intellectual property firm,Merger
2018,8/9/2018,"Warner Media, LLC (formerly Time Warner Inc.)",Media services,Merger
2016,11/23/2016,TANF Support Operations,Telecommunications provider,Merger
2016,8/31/2016,TANF Support Operations,Asset management and private equity firm,Merger
2016,8/31/2016,TANF Support Operations,Asset management and private equity firm,Merger
2016,6/2/2016,TANF Support Operations,Telecommunications provider,Merger
2016,2/17/2016,TANF Support Operations,Financial Institution,Merger
2015,5/12/2015,Eastman Kodak Company (Kodak  Office),Bank - Back office,Merger
2015,8/25/2015,Eastman Kodak Company (Kodak  Office),Financial Institution,Merger
2015,8/11/2015,Eastman Kodak Company (Kodak  Office),Food Manufacturer and Distributor,Merger
2015,5/12/2015,Eastman Kodak Company (Kodak  Office),Bank - Back office,Merger
2015,5/12/2015,Eastman Kodak Company (Kodak  Office),Bank - Back office,Merger
2015,10/31/2014,Eastman Kodak Company (Kodak  Office),Beverage Distributor,Merger
2015,10/31/2014,Eastman Kodak Company (Kodak  Office),Beverage Distributor,Merger
2015,10/31/2014,Eastman Kodak Company (Kodak  Office),Beverage Distributor,Merger
2015,10/31/2014,Eastman Kodak Company (Kodak  Office),Beverage Distributor,Merger
2020,2/27/2020,Maplebear Inc. dba Instacart (in-store operations across Fairway Market stores),Same-day grocery delivery and pick-up service,Operations
2020,2/27/2020,Maplebear Inc. dba Instacart (in-store operations across Fairway Market stores),Same-day grocery delivery and pick-up service,Operations
2020,2/28/2020,Nestle Waters North America,Produces  and distributes numerous brands of bottled water across North America.,Operations
2020,9/9/2019,Catholic Guardian Services,Human services non-profit organization with programs that help a large needy population in the New York metropolitan area.,Operations
2019,12/20/2019,"Regeneron Healthcare Solutions, Inc., a wholly owned subsidiary of Regeneron Pharmaceuticals, Inc.",Biotechnology company,Operations
2019,9/9/2019,Catholic Guardian Services,Human services non-profit organization with programs that help a large needy population in the New York metropolitan area.,Operations
2019,12/6/2019,Gibsons Bar and Steakhouse (at the Polo Bar Ralph Lauren),Restaurant,Operations
2019,12/3/2019,KIK Custom Products,Packaging and labeling services,Operations
2019,9/23/2019,ACCO Brands USA LLC,Manufacturing operations,Operations
2019,10/15/2019,ER Select LLC at St. James Mercy Hospital,Professional Employer Organization,Operations
2019,9/23/2019,ACCO Brands USA LLC,Manufacturing operations,Operations
2019,10/7/2019,"Bonobos, Inc., a subsidiary of Walmart, Inc.",An e-commerce-driven apparel subsidiary of Walmart headquartered in New York City that designs and sells men's clothing.,Operations
2019,10/1/2019,AEG Presents (operator of PlayStation Theater aka The Best Buy Theater),Broadway Theater,Operations
2019,9/23/2019,ACCO Brands USA LLC,Manufacturing operations,Operations
2019,9/9/2019,Catholic Guardian Services,Human services non-profit organization with programs that help a large needy population in the New York metropolitan area.,Operations
2019,8/1/2019,The Service Companies at Innside New York,Housekeeping Services,Operations
2019,5/13/2019,Quin Central Park Hotel,Hotel services,Operations
2019,4/26/2019,Quin Central Park Hotel,Hotel services,Operations
2019,3/13/2019,Ulano Corporation,Produces photo-sensitive products for the screen printing industry,Operations
2019,2/19/2019,"Thesys CAT, LLC",Computer Programming Services,Operations
2019,1/7/2019,"Lighthouse Management Services, LLC",Property management company,Operations
2019,12/28/2018,"St. Lawrence Health Alliance, Inc.",Healthcare Services,Operations
2018,6/27/2018,Exelon,Energy provider,Operations
2018,4/12/2018,Heidenhain Corporation,Manufacturing (Optics and Electronics Precision Graduations),Operations
2018,3/28/2018,"Catholic Charities Neighborhood Services, Inc.",Services for people with intellectual and/or developmental disabilites,Operations
2018,3/5/2018,"iStar Jewelry, LLC dba Stanley Creations",Precious metal jewelry company,Operations
2018,11/2/2017,"Shake-N-Go Fashion, Inc. (Quality Control & Warehouse Operations)",Design and manufacture human and synthetic hair products.,Operations
2017,12/20/2017,"APTIM Services, LLC (@ Indian Point Energy Center)","Integrated maintenance services, environmental engineering and remediation",Operations
2017,9/29/2017,Main Street Hub,Technology,Operations
2017,10/24/2016,"Triumph Structures - Long Island, LLC",Aerospace structural products manufacturer,Operations
2017,6/13/2017,"GTA Americas, LLC",Operations and Finance Departments,Operations
2017,5/22/2017,"ViaTech Publishing Solutions, Inc.",Global publishing Services,Operations
2017,5/9/2017,B&H Foto and Electronics Corp.,Photo and electronics,Operations
2017,4/27/2017,"GTA Americas, LLC",Provide ground travel products and services to the travel industry.,Operations
2017,4/13/2017,Soho Studio Corp.,Soho Studio is the leader in design and quality of the largest diversified collection of mosaic tiles and unique building products.,Operations
2017,12/6/2016,"GTA Americas, LLC",Provide ground travel products and services to the travel industry.,Operations
2017,2/23/2017,Vodafone Americas,Telecommunications - Mobile Products,Operations
2017,1/30/2017,"Phoenix House Foundation, Inc. and Phoenix Houses of New York, Inc.",Drug Rehabilitation – Community Residence,Operations
2017,1/6/2017,"US Mobile Phones, Inc.",Mobile Phone distributor,Operations
2017,1/10/2017,"PCX Aerostructures, LLC",Manufactures flight critical and structural components for rotorcraft and fixed wing aerospace platforms.,Operations
2017,1/5/2017,"Meopta U.S.A, Inc.","Manufacturing and assembling optical, opto-mechanical and optoelectronic products.",Operations
2016,12/28/2016,TANF Support Operations,Office and R&D Center,Operations
2016,12/6/2016,TANF Support Operations,Provide ground travel products and services to the travel industry.,Operations
2016,11/28/2016,TANF Support Operations,Office and R&D Center,Operations
2016,11/4/2016,TANF Support Operations,Information Technology and Fincance,Operations
2016,11/9/2016,TANF Support Operations,Respiratory Products Manufacturer,Operations
2016,10/31/2016,TANF Support Operations,Fragrance Manufacturing facility,Operations
2016,10/24/2016,TANF Support Operations,Aerospace structural products manufacturer,Operations
2016,10/21/2016,TANF Support Operations,Drug Rehabilitation - Clinical Unit,Operations
2016,10/14/2016,TANF Support Operations,Customer Service Call Center,Operations
2016,10/14/2016,TANF Support Operations,Tele s - Call Center,Operations
2016,9/30/2016,TANF Support Operations,Hospitality Company (StarLab office),Operations
2016,9/8/2016,TANF Support Operations,Mortgage servicing,Operations
2016,9/1/2016,TANF Support Operations,Lock Manufacturer,Operations
2016,8/26/2016,TANF Support Operations,Drug Rehabilitation - Clinical Unit,Operations
2016,7/25/2016,TANF Support Operations,Information Technology,Operations
2016,7/29/2016,TANF Support Operations,Mortgage servicing,Operations
2016,4/27/2015,TANF Support Operations,Instrument Manufacturing Operations,Operations
2016,6/22/2016,TANF Support Operations,Life Insurance,Operations
2016,6/22/2016,TANF Support Operations,Life Insurance,Operations
2016,3/25/2016,TANF Support Operations,Wellness Center,Operations
2016,3/30/2016,TANF Support Operations,Health Center,Operations
2016,5/3/2016,TANF Support Operations,Life Insurance,Operations
2016,3/30/2016,TANF Support Operations,Health Center,Operations
2016,3/25/2016,TANF Support Operations,Wellness Center,Operations
2016,3/29/2016,TANF Support Operations,BTO/CTO Unit,Operations
2015,12/11/2015,Eastman Kodak Company (Kodak  Office),Financial Services - Customer Contact Center,Operations
2015,11/10/2015,Eastman Kodak Company (Kodak  Office),Life Insurance,Operations
2015,11/3/2015,Eastman Kodak Company (Kodak  Office),Members only online shopping site,Operations
2015,10/22/2015,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations
2015,10/16/2015,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations
2015,10/5/2015,Eastman Kodak Company (Kodak  Office),Restaurant,Operations
2015,9/21/2015,Eastman Kodak Company (Kodak  Office),Life Insurance,Operations
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations
2015,7/23/2015,Eastman Kodak Company (Kodak  Office),Electronics Company,Operations
2015,4/27/2015,Eastman Kodak Company (Kodak  Office),Instrument Manufacturing Operations,Operations
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations
2015,12/9/2014,Eastman Kodak Company (Kodak  Office),Electronics warehouse,Operations
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations
2015,5/5/2015,Eastman Kodak Company (Kodak  Office),Food Distributor,Operations
2015,4/30/2015,Eastman Kodak Company (Kodak  Office),Corporate Trucking & Cross Dock Operations,Operations
2015,4/27/2015,Eastman Kodak Company (Kodak  Office),Instrument Manufacturing Operations,Operations
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Men's Shelter,Operations
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations
2015,4/1/2015,Eastman Kodak Company (Kodak  Office),Medical School,Operations
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations
2015,12/8/2014,Eastman Kodak Company (Kodak  Office),Mental Health Clinic,Operations
2015,12/9/2014,Eastman Kodak Company (Kodak  Office),Electronics warehouse,Operations
2015,1/23/2015,Eastman Kodak Company (Kodak  Office),Armored car service,Operations
2015,1/7/2015,Eastman Kodak Company (Kodak  Office),Customer Service Operation,Operations
2020,3/25/2020,One North 106 LLC dba One North,Restaurant,Other
2020,3/18/2020,"Allied Waste Services of North America, LLC",Waste disposal and removal services,Other
2020,3/11/2020,Gannett Publishing Services - Canandaigua,Manages the production and distribution for Gannett’s domestic daily newspapers,Other
2020,2/20/2020,"CFS 2907 LGA LLC, dba The Parking Spot",Parking facility servicing the LaGuardia Airport,Other
2020,2/12/2020,Catholic Guardian Services (Community Habilitation Program),Programs for persons with development disabilities.,Other
2020,2/13/2020,Jet Black (Walmart),Members-only personal shopping and concierge service,Other
2020,2/13/2020,"Walmart eCommerce (Altitude Collection, LLC)","Developing private incubated brands across multiple categories of Health, Beauty, & Wellness, Fashion, and Home furnishing products.",Other
2020,1/29/2020,St. Joseph's Hospital Health Center,General Medical & Surgical Hospital,Other
2020,12/27/2019,Wesley Gardens Nursing Home,Nursing Home,Other
2019,9/17/2019,Sure Winner Foods,Dairy Product (except Dried or Canned) merchant Whole rs,Other
2019,6/17/2019,"Home Health Services of WJCS, Inc.",Personal care aides and certified home health care aides,Other
2019,6/12/2019,Hillside Children's Center (Hillside Family of Agencies),Provider of care for youth and families with a wide range of emotional and behavioral challenges.,Other
2019,5/21/2019,"Geritrex, LLC",Pharmaceutical preparations,Other
2019,5/14/2019,"Candle Cafe West, LLC",Vegan/Organic Restaurant,Other
2019,4/11/2019,"EZ Mailing Services, Inc.",Mailing Services,Other
2019,2/27/2019,"CareConnect Insurance Company, Inc.",Insurance company,Other
2018,12/20/2018,DJDatARLOnomad LLC dba Massoni (at Arlo NOMAD),Restaurant,Other
2018,12/13/2018,CBS EcoMedia Inc.,"Advertising services for education, health and wellness, and environmental sustainability areas",Other
2018,11/13/2018,FLIK International Corporation,Food service contract at Lord and Taylor,Other
2018,10/1/2018,Affinity Health Plan (Medicare Product Line),Personal health care services,Other
2017,6/27/2017,"Elmwood Country Club, Inc.",Country Club,Other
2017,1/16/2017,"Knowledge Systems & Research, Inc. - Call Center",International market research,Other
2017,1/12/2017,The Clinton Foundation,Social Advocacy Organization - Clinton Global Initiative,Other
2017,12/28/2016,Prestige Industries LLC,Commercial laundry service provider,Other
2017,1/3/2017,"GL Bus Lines, Inc.",Tour Bus Service,Other
2016,12/28/2016,TANF Support Operations,Commercial laundry service provider,Other
2016,9/29/2016,TANF Support Operations,Social Advocacy Organization - Clinton Global  Initiative,Other
2016,9/15/2016,TANF Support Operations,Tour Bus Service,Other
2016,2/24/2016,TANF Support Operations,Medicare and Medicaid Services Contractor,Other
2016,3/1/2016,TANF Support Operations,Hotel Management,Other
2015,9/30/2015,Eastman Kodak Company (Kodak  Office),Retail Food Establishment,Other
2015,5/22/2015,Eastman Kodak Company (Kodak  Office),Crew and Maintenance facilities,Other
2015,5/22/2015,Eastman Kodak Company (Kodak  Office),Crew and Maintenance facilities,Other
2015,5/1/2015,Eastman Kodak Company (Kodak  Office),Developmental Disabilities Program,Other
2015,3/2/2015,Eastman Kodak Company (Kodak  Office),Marketing Consulting Services,Other
2015,1/29/2015,Eastman Kodak Company (Kodak  Office),Marketing Consulting Services,Other
2020,4/17/2020,Zaro's Family Bakery,Bakery,Relocation
2020,3/11/2020,"Altman Lighting, Inc.","Theatrical, architectural, film and video lighting",Relocation
