year notice was documented,notice_date,company,business_type,dislocation
2019,2/13/2019,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2019,2/13/2019,Doubletree Suites by Hilton Hotel New York City Times Square,Photographic equipment and Supplies,Economic
2019,2/12/2019,"Buffalo Filter, LLC",Medical equipment manufacturer,Economic
2019,1/31/2019,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2019,2/1/2019,"Web.com Group, Inc.",Provides a range of Internet services to small businesses,Economic
2019,1/31/2019,St. Joseph School,School,Economic
2019,1/31/2019,Eastman Kodak Company (Eastman Business Park),Photographic equipment and Supplies,Economic
2019,1/18/2019,Petland Discounts Inc.,Retail pet store,Economic
2019,1/15/2019,"Metropolitan Jewish Home Care, Inc. d\b\a MJHS Home Care",Home care services,Economic
2019,12/17/2018,Celmatix Inc. (Operations Office),Biotechnology company,Economic
2019,1/18/2019,"Mercedes Distribution Center, Inc.",Warehouse Distribution service,Economic
2019,1/18/2019,Macy's,Retail Store,Economic
2019,1/16/2019,TheaterMania.com,"Offers directory of shows, tickets, and discounts across the U.S.",Economic
2019,1/7/2018,Senior Rehab Solutions (Norwegian Home and Health Center),Nursing home,Economic
2019,1/16/2019,"CareConnect Insurance Company, Inc.",Health insurance market,Economic
2019,1/10/2019,"Kohl's Department Stores, Inc. (Store #1328)",Retail store,Economic
2019,11/13/2018,Thomson Reuters Corporation,Multinational mass media and information firm,Economic
2019,1/15/2019,General Motors LLC (Cadillac New York Headquarters),Automobile manufacturer and retailer.,Economic
2019,1/11/2019,"Calvin Klein, Inc.",Clothing Retail store,Economic
2019,1/9/2019,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2019,12/27/2018,Kmart Store (Unit 07677),Retail Store,Economic
2019,12/27/2018,Kmart Store (Unit 04928),Retail Store,Economic
2019,12/27/2018,"Sears, Roebuck and Co. Full Line Store (Unit 01894)",Retail Store,Economic
2018,12/26/2018,"Jersey Lynne Farms, Inc.",Whole  Food Distributor,Economic
2018,12/21/2018,"Lucky 8 TV, LLC",Whole  Food Distributor,Economic
2018,10/17/2018,"Ingenious Designs LLC, a wholly-owned subsidiary of the Home Shopping Network",Warehouse/distribution center and office functions for Joy Mangano and other household products,Economic
2018,12/11/2018,Hudson Bar @ Hudson Hotel,Food services,Economic
2018,12/17/2018,Celmatix Inc. (Operations Office),Biotechnology company,Economic
2018,11/15/2018,"Fieldbrook Foods Corporation's subsidiary Washburn's Dairy, Inc.",Ice Cream and Frozen Dessert Manufacturing,Economic
2018,12/3/2018,"Cortland Pump and Equipment, Inc."," s, parts, installations, service - serving the petroleum industry",Economic
2018,12/4/2018,"Fullscreen, Inc.",Company research & investing information,Economic
2018,12/5/2018,"New Era Cap Co., Inc.","Manufactures headwear, apparel, and accessories for men, women, youth, and kids",Economic
2018,12/3/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,11/19/2018,Emerald South Nursing & Rehabilitation Center,Nursing Care Facility,Economic
2018,11/14/2018,Equifax Inc.,Consumer credit reporting agency.,Economic
2018,11/13/2018,Thomson Reuters Corporation,Consumer credit reporting agency.,Economic
2018,11/8/2018,"Sears, Roebuck and Co. Full Line Store (#02173)",Retail Store,Economic
2018,11/8/2018,Kmart Store Unit #09381 (Kmart Corporation),Department Store,Economic
2018,10/25/2018,Dumas Contracting USA Inc.,Construction company,Economic
2018,11/1/2018,Bak USA,Construction company,Economic
2018,11/1/2018,Eastman Kodak Company (Eastman Business Park),Photographic equipment and Supplies,Economic
2018,7/25/2018,Aptos Inc.,Software developers,Economic
2018,10/29/2018,Target Corporation (Commack Store T1387),Retail Store,Economic
2018,10/25/2018,Eastman Kodak Company (Eastman Business Park),Photographic equipment and Supplies,Economic
2018,10/17/2018,"A.B.C. Carpet Co., Inc./A.B.C. Oriental Carpets, Inc.",Carpet Retail store,Economic
2018,10/24/2018,"Nathan's Famous, Inc.",Restaurant,Economic
2018,10/18/2018,"NSC Whole  Holdings, LLC dba National Whole  Liquidators",Merchandise Liquidators business,Economic
2018,10/17/2018,"Ingenious Designs LLC, a wholly-owned subsidiary of the Home Shopping Network",Warehouse/distribution center and office functions for Joy Mangano and other household products,Economic
2018,4/25/2018,Umami Burger at the Hudson Hotel,Food services,Economic
2018,10/15/2018,Kmart Corporation Store #04741,Food services,Economic
2018,10/15/2018,Kmart Corporation Store #09392,Food services,Economic
2018,10/15/2018,Kmart Corporation Store #09415,Food services,Economic
2018,10/15/2018,Kmart Corporation Store #04123,Food services,Economic
2018,10/15/2018,Kmart Corporation #03600,Food services,Economic
2018,10/15/2018,"Sears, Roebuck and Co. Full Line Store #01004",Food services,Economic
2018,10/15/2018,"Sears, Roebuck and Co. Full Line Store #02584",Food services,Economic
2018,10/15/2018,"Sears, Roebuck and Co. Full Line Store #01944",Food services,Economic
2018,10/15/2018,"Sears, Roebuck and Co. Full Line Store #01414",Food services,Economic
2018,10/15/2018,"Sears, Roebuck and Co. Auto Center Store #06424",Retail Store,Economic
2018,10/10/2018,Lord and Taylor,Retail Store,Economic
2018,10/15/2018,Tonawanda Coke Corporation,Operates as a merchant producer of high-quality foundry coke.,Economic
2018,10/4/2018,MACOM Technology Solutions Inc.,"Developer and producer of radio, microwave, and millimeter wave semiconductor devices and components.",Economic
2018,10/2/2018,"Bus Terminal Brewing Co., Inc. d/b/a Heartland Brewery",Restaurant,Economic
2018,9/24/2018,P.W. Minor LLC,Footwear manufacturing and marketing,Economic
2018,10/1/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,10/1/2018,Frederic Fekkai Salon,Salon services,Economic
2018,9/28/2018,"Jan  Services, 7th Ave, LLC",Whole   & Catering food services,Economic
2018,9/17/2018,"CDS NFL Event, LLC",Graphic 3D and 2D Renderings,Economic
2018,10/2/2018,"New Frontiers in TBI, Inc. dba Allwel",Personal care services,Economic
2018,4/27/2018,"Citizen Watch Company of America, Inc.","Credit/Accounts Receivable, Customer Relations, and Finance Operating Units",Economic
2018,12/29/2017,"Citizen Watch Company of America, Inc.",Warehousing/Distribution and after  s service,Economic
2018,9/25/2018,Kmart Corporation Full Line Store #03396,Retail Store,Economic
2018,9/26/2018,Opry City Stage,Music venue and restaurant,Economic
2018,9/25/2018,Maritima LLC dba LaSirena,Restaurant,Economic
2018,9/24/2018,VillageCare Health Home,Home care services,Economic
2018,9/20/2018,Eastman Kodak Company,Photographic equipment and Supplies,Economic
2018,9/18/2018,Eastman Kodak Company,Photographic equipment and Supplies,Economic
2018,9/20/2018,"Sears, Roebuck and Co. Full Line Store #01504",Retail Store,Economic
2018,9/24/2018,P.W. Minor LLC,Footwear manufacturing and marketing,Economic
2018,9/17/2018,"Avon Products, Inc.","Direct selling company in beauty, household, and personal care categories.",Economic
2018,9/13/2018,Eastman Kodak Company (Eastman Business Park),Photographic equipment and Supplies,Economic
2018,9/14/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,9/14/2018,"Signature 102 North End Ave LLC, dba North End Grill",Restaurant,Economic
2018,6/28/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,3/9/2018,Newsday LLC,Newspaper print and distribution functions.,Economic
2018,3/22/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,9/13/2018,Henri Bendel,"High-end bags, jewelry, gifts & accessories, some with the signature brown & white stripes.",Economic
2018,7/17/2018,Lighthouse Guild (Heilbrunn),Provides education and therapeutic services to children who are blind or visually-impaired or have other disabilities,Economic
2018,7/13/2018,Special Funds Conservation Committee,Process special Workers’ Compensation cases,Economic
2018,4/25/2018,Umami Burger at the Hudson Hotel,Food services,Economic
2018,8/22/2018,Sears Full Line Store (Unit #01584),Retail Store,Economic
2018,5/31/2018,Kmart Store Unit # 03861 (Kmart Corporation),Department Store,Economic
2018,8/21/2018,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2018,8/30/2018,Eastman Kodak Company (Kodak Office),Photographic Equipment and Supplies,Economic
2018,8/28/2018,Eastman Kodak Company (Kodak Office),Photographic Equipment and Supplies,Economic
2018,8/29/2018,"Tops Markets, LLC (Str#370 Westvale)",American supermarket chain,Economic
2018,8/31/2018,State Farm Mutual Automobile Insurance Company (Lakeville Operations Center),Provide insurance and financial services,Economic
2018,8/23/2018,Wells Fargo (Retail Fulfillment Unit),Bank,Economic
2018,8/27/2018,GuildNet (Lighthouse Guild),Provides full spectrum of integrated vision + healthcare services,Economic
2018,8/27/2018,GuildNet (Lighthouse Guild),Provides full spectrum of integrated vision + healthcare services,Economic
2018,8/28/2018,"GlobalFoundries U.S., Inc.",Semiconductor and Related Device Manufacturing,Economic
2018,4/25/2018,Umami Burger at the Hudson Hotel,Food services,Economic
2018,8/21/2018,Kmart Store #04868  (Kmart Corporation),Retail Store,Economic
2018,8/21/2018,"Sears, Roebuck and Co. Full Line Store #02933",Retail Store,Economic
2018,8/14/2018,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2018,5/1/2018,"Harbor Footwear Group, Ltd.","Footwear Merchant, Whole r",Economic
2018,3/16/2018,Gannett Publishing Services,Commercial Printing,Economic
2018,8/5/2018,Best Buy Store #1183,Electronics and Appliance Store,Economic
2018,8/1/2018,CenterLight Certified Home Health Agency (CHHA),Home Health Care,Economic
2018,7/31/2018,"Investopedia, Inc.",Financial news and information,Economic
2018,5/7/2018,Aptos Inc.,Software developers,Economic
2018,7/13/2018,Special Funds Conservation Committee,Process special Workers’ Compensation cases,Economic
2018,8/1/2018,"Hologic, Inc.",Irradation Aparatus manufacturing,Economic
2018,8/1/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,7/24/2018,"Tribune 365, LLC",Digital Services,Economic
2018,7/25/2018,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic
2018,7/24/2018,Walmart (Store #3441),Retail Store,Economic
2018,7/25/2018,Aptos Inc.,Software developers,Economic
2018,7/18/2018,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2018,7/23/2018,Daily News,Newspaper,Economic
2018,4/25/2018,Umami Burger at the Hudson Hotel,Food services,Economic
2018,12/29/2017,"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)",Warehousing/Distribution and after  s service,Economic
2018,7/17/2018,Aptos Inc.,Software developers,Economic
2018,7/17/2018,Advanced Motors and Drives,"Manufacturers of custom, special purpose low-voltage wound field DC and AC traction and pump motors",Economic
2018,4/20/2018,Easter Seals New York,Helps people with disabilities with therapy,Economic
2018,7/12/2018,Kmart Corporation (Unit #09419),Department Store,Economic
2018,7/12/2018,Xylem Inc. (Global Financial Shared Services Department),Developing innovative water solutions through smart technology,Economic
2018,7/8/2018,"Union Square Catering Facility, Inc. (The Coffee Shop)",Restaurant,Economic
2018,6/29/2018,"Chipotle Mexican Grill, Inc. (NYC Office)",Chipotle's New York Office,Economic
2018,6/28/2018,Sears Full Line Store #01623,Retail Store,Economic
2018,6/29/2018,"Vanguard Graphics LLC, aka Vanguard Printing LLC",Commercial Printing,Economic
2018,5/11/2018,Munchery,Online food ordering and meal delivery service,Economic
2018,6/28/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,4/27/2018,"Citizen Watch Company of America, Inc.","Credit/Accounts Receivable, Customer Relations, and Finance Operating Units",Economic
2018,4/27/2018,"Blissworld, LLC (Bliss 49 Spa)","Credit/Accounts Receivable, Customer Relations, and Finance Operating Units",Economic
2018,6/19/2018,"Capital One, N.A.- Nassau Central, Suffolk North, and Nassau South Market",Bank,Economic
2018,6/19/2018,"Capital One, N.A.- Boroughs Central and Manhattan South Market",Bank,Economic
2018,3/9/2018,Newsday LLC,Newspaper print and distribution functions.,Economic
2018,3/22/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,3/16/2018,Gannett Publishing Services,Commercial Printing,Economic
2018,6/27/2018,Channel One (at Houghton Mifflin Harcourt Publishing Company),Global learning company,Economic
2018,6/25/2018,Seneca Foods Corporation,Food processing,Economic
2018,3/30/2018,"CAMBA, Inc.",Learning to Work programs.,Economic
2018,12/29/2017,"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)",Warehousing/Distribution and after  s service,Economic
2018,6/15/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,6/25/2018,Aptos Inc.,Software developers,Economic
2018,3/16/2018,"CareConnect Insurance Company, Inc.",Health insurance market,Economic
2018,6/4/2018,Chevy's (RM HQ LLC),Restaurant,Economic
2018,6/8/2018,New York Yankees Steakhouse (Manhattan),Restaurant,Economic
2018,2/28/2018,"Carthage Specialty Paperboard, Inc.",Manufacturer of recyled paperboard,Economic
2018,5/31/2018,Kmart Store Unit # 03861 (Kmart Corporation),Department Store,Economic
2018,5/31/2018,Kmart Store Unit # 09418 (Kmart Corporation),Department Store,Economic
2018,5/31/2018,Wells Fargo (Retail Fulfillment Unit),Bank,Economic
2018,6/1/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,5/30/2018,"Jewish Board of Family & Children's Services, Inc.","Hawthorne Cedar Knolls is overseen by the state Office of Children and Family Services and provides mental health, social and therapeutic services to troubled youths who typically have behavior issues.",Economic
2018,5/30/2018,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2018,5/31/2018,St. John Villa Academy,School,Economic
2018,5/31/2018,Lifeline Center for Child Development,Preschool program,Economic
2018,12/29/2017,"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)",Warehousing/Distribution and after  s service,Economic
2018,5/25/2018,"Volunteers of America-Greater New York, Inc.",Provides staff support and supervision to adults with all ranges of intellectual/developmental disablilites,Economic
2018,5/31/2018,"Sears, Roebuck and Co.",Retail Store and automotive center,Economic
2018,5/29/2018,"Tahari ASL, LLC",Provides online clothing,Economic
2018,3/15/2018,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic
2018,3/15/2018,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic
2018,3/15/2018,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic
2018,3/15/2018,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic
2018,5/11/2018,Munchery,Online food ordering and meal delivery service,Economic
2018,12/29/2017,"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)",Warehousing/Distribution and after  s service,Economic
2018,5/31/2018,St. John Villa Academy,School,Economic
2018,5/24/2018,"Premier Aviation Overhaul Center, Ltd.",Premier Aviation performs ground aircraft maintenance and refinishing services to the North American market.,Economic
2018,5/20/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,5/11/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,5/7/2018,Aptos Inc.,Software developers,Economic
2018,5/9/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,3/16/2018,Gannett Publishing Services,Commercial Printing,Economic
2018,3/9/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,5/3/2018,Sears Full Line Store (Unit  #01514),Retail store,Economic
2018,5/1/2018,Aptos Inc.,Software developers,Economic
2018,5/1/2018,"Harbor Footwear Group, Ltd.","Footwear Merchant, Whole r",Economic
2018,5/2/2018,VNS CHOICE dba VNSNY CHOICE,"Insures care for the poor, the chronically ill and the elderly",Economic
2018,4/25/2018,Umami Burger at the Hudson Hotel,Food services,Economic
2018,4/27/2018,"Citizen Watch Company of America, Inc.","Credit/Accounts Receivable, Customer Relations, and Finance Operating Units",Economic
2018,4/24/2018,Eastman Kodak Company (Eastman Business Park),Photographic equipment and Supplies,Economic
2018,4/20/2018,Easter Seals New York,Helps people with disabilities with therapy,Economic
2018,4/17/2018,Synaptics Incorporated,Developer of human interface hardware and software.,Economic
2018,3/30/2018,The Mandell School,Pre-School,Economic
2018,4/24/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,3/29/2018,New Hope Academy Charter School,School,Economic
2018,4/17/2018,Phoenix House Foundation,Addiction treatment center,Economic
2018,4/17/2018,"Medical Transportation Management, Inc. (Call Center)",Call Center arranging transportation services under contracts with various health care providers and health insurance companies.,Economic
2018,4/12/2018,Sears Full Line Strore (Unit #01524),Retail Store,Economic
2018,4/5/2018,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2018,12/6/2017,Sanmina Corporation,Manufacturer of printed circuit boards,Economic
2018,4/3/2018,Eastman Kodak Company (Kodak  Office),Photographic equipment and Supplies,Economic
2018,4/16/2018,The Neiman Marcus Group LLC Last Call,Clothing and accessories retail store,Economic
2018,4/13/2018,CookiesKids.com Inc. (Distribution Facility),Children's Clothing and accessories,Economic
2018,4/9/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,4/9/2018,"Mattel, Inc.",Toy manufacturing company,Economic
2018,4/6/2018,"Nine West Holdings, Inc.",Whole  footwear and handbag assets,Economic
2018,4/4/2018,Prompt Direct Inc.,Marketing agency,Economic
2018,4/9/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,3/28/2018,"Catholic Charities Neighborhood Services, Inc. (NY Rising Community Center)",DYCD NDA Housing Services Queens,Economic
2018,3/30/2018,Invictus Preparatory Charter School,School,Economic
2018,3/27/2018,Williamsburg Northside Infant & Toddler Center,Daycare facility,Economic
2018,3/28/2018,"Catholic Charities Neighborhood Services, Inc. (DYCD NDA Housing Services Brooklyn)",DYCD NDA Housing Services,Economic
2018,3/30/2018,Xylem Inc.,Developing innovative water solutions through smart technology.,Economic
2018,12/15/2017,Lutheran Augustana Center for Extended Care & Rehabilitation (NYU Langone Health),Nursing Home,Economic
2018,3/28/2018,Aptos Inc.,Software developers,Economic
2018,3/28/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,3/22/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,12/19/2017,AVX Corporation (Olean Advanced Products),Manufacturing ceramic capacitors,Economic
2018,3/15/2018,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic
2018,3/15/2018,"Toys ""R"" Us, Inc.,  dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic
2018,3/15/2018,"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us","Hobby, Toy and Game Store",Economic
2018,3/15/2018,,"Hobby, Toy and Game Store",Economic
2018,3/12/2018,Friendly Foods LLC dba Cherche Midi,Restaurant,Economic
2018,3/13/2018,Bishop McGann Mercy Diocesan High School,School,Economic
2018,3/14/2018,M56 LLC dba Ma Peche,Restaurant,Economic
2018,3/13/2018,Our Lady of Mercy Regional School,School,Economic
2018,3/13/2018,St. Isidore School,School,Economic
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2018,3/16/2018,Gannett Publishing Services,Commercial Printing,Economic
2018,3/9/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,3/8/2018,"Highgate Hotels, LLP",Hotel Services,Economic
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2018,12/6/2017,Sanmina Corporation,Manufacturer of printed circuit boards,Economic
2018,3/2/2018,Xylem Inc.,Developing innovative water solutions through smart technology,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6411 Yonkers)",Retail,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6538 New York)",Retail,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Toys R Us and Babies R Us (Store #6333 Queens)",Retail,Economic
2018,2/28/2018,"Carthage Specialty Paperboard, Inc.",Manufacturer of recycled paperboard,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6357 Westbury)",Retail,Economic
2018,9/29/2017,Lindy's Restaurant (52nd 8th Operating Inc.),Restaurant,Economic
2018,2/28/2018,VWR (Part of Avantor),Manufacturing and supply chain solutions for the life sciences and advanced technology industries,Economic
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2018,2/23/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,2/22/2018,Cayuga Home for Children  (d/b/a Cayuga Centers),Residential Treatment programs,Economic
2018,2/23/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,2/15/2018,Newsday LLC,Newspaper print and distribution,Economic
2018,11/22/2017,Luxfer Magtech Inc.,Global leader in self-heating technology,Economic
2018,2/1/2018,"Harden Furniture, LLC",Furniture manufacturer,Economic
2018,6/28/2017,Courtyard by Marriott  LaGuardia Hotel,Hotel,Economic
2018,1/2/2018,"Homer Logistics, Inc.",Grocery Stores business,Economic
2018,2/1/2018,"Harden Furniture, LLC",Furniture manufacturer,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6411 Yonkers)",Retail,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6357 Westbury)",Retail,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6389 College Point)",Retail,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6538 New York)",Retail,Economic
2018,1/26/2018,"Toys R Us- Delaware, Inc. dba Toys R Us and Babies R Us (Store #6333 Queens)",Retail,Economic
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2018,1/12/2018,St. Giles New York - The Court Hotel,Hotel services,Economic
2018,9/27/2017,"Shiel Holdings, LLC (Shiel  Medical Laboratory (a division of Fresenius Medical Care, NA)",Medical Laboratory,Economic
2018,1/19/2018,Liberty Coca-Cola Beverages,Soft drink bottling company,Economic
2018,1/15/2018,"Sykes Enterprises, Incorporated (Amherst)",Customer contact management solutions and services,Economic
2018,1/22/2018,Jabil Inc.,Global manufacturing services company.,Economic
2018,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2018,1/12/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2018,12/22/2017,"Black Lexington Group, LLC",UBS Financial Services Team,Economic
2018,1/11/2018,Sam's Club (#6526),Whole  retail store,Economic
2018,1/11/2018,Sam's Club (#8178),Whole  retail store,Economic
2018,1/11/2018,Sam's Club (#8179),Whole  retail store,Economic
2018,1/11/2018,Sam's Club (#8171),Whole  retail store,Economic
2018,1/9/2018,"ArroHealth, LLC",Research & investing information,Economic
2018,9/29/2017,Lindy's Restaurant (52nd 8th Operating Inc.),Restaurant,Economic
2018,1/4/2018,Sears Full Line Store (#02353),Retail Store,Economic
2018,1/4/2018,Kmart Corporation (Store #7044),Retail,Economic
2018,1/5/2018,First Data Remitco,Payment processing,Economic
2018,1/4/2018,Sears Full Line Store (#01264),Retail Store,Economic
2018,12/28/2017,"Blue Ridge Capital, L.L.C.",Real estate investment company,Economic
2018,1/2/2018,"Homer Logistics, Inc.",Provides delivery service to local businesses and their customers,Economic
2018,1/2/2018,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2018,1/3/2018,"Dominican Sisters Family Health Service, Inc. dba ArchCare at Home",Providing home healthcare,Economic
2018,12/29/2017,"Citizen Watch Company of America, Inc. (Warehouse & Distribution Operating Units)",Warehousing/Distribution and after  s service,Economic
2018,9/27/2017,"Shiel Holdings, LLC (Shiel Medical Laboratory (a division of Fresenius Medical Care, NA)",Medical Laboratory,Economic
2018,1/2/2018,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2017,12/21/2017,Eastman Kodak Company (Eastman Business Park),Photographic equipment and supplies,Economic
2017,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2017,12/22/2017,"CareConnect Insurance Company, Inc.",Provide health insurance,Economic
2017,9/13/2017,"Sykes Enterprises, Incorporated",Customer contact management solutions and services,Economic
2017,10/2/2017,Genesee Valley Group Health Association dba Lifetime Health Medical Group,Versatile primary care health practice,Economic
2017,10/2/2017,Genesee Valley Group Health Association dba Lifetime Health Medical Group,Versatile primary care health practice,Economic
2017,12/19/2017,AVX Corporation (Olean Advanced Products),Manufacturing ceramic capacitors,Economic
2017,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2017,6/22/2017,Sears Full Line Store (# 01103),Retail and Automotive Stores,Economic
2017,6/22/2017,Sears Full Line Store (#01794),Retail and Automotive Stores,Economic
2017,6/22/2017,Sears Full Line Store (#01784),Retail and Automotive Stores,Economic
2017,12/18/2017,Xerox Corporation - Webster Parts Distribution Center,Photographic & Photocopying Equipment Manufacturer,Economic
2017,12/15/2017,Lutheran Augustana Center for Extended Care & Rehabilitation (NYU Langone Health),Nursing Home,Economic
2017,9/20/2017,Xerox Corporation,Photographic & Photocopying Equipment Manufacturer,Economic
2017,12/14/2017,"NIKE, Inc. (Niketown Midtown)",Retail Store,Economic
2017,11/27/2017,"Middletown Community Health Care, Inc.",Non-profit federally qualified community health center,Economic
2017,11/30/2017,"Hutchin Hill Capital, LP & Hutchin Hill Portfolio Management, LLC",Employee owned hedge fund sponsor,Economic
2017,9/29/2017,Lindy's Restaurant (52nd 8th Operating Inc.),Restaurant,Economic
2017,12/5/2017,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2017,12/6/2017,Sanmina Corporation,Manufacturer of printed circuit boards,Economic
2017,11/27/2017,"Middletown Community Health Care, Inc.",Non-profit federally qualified community health center,Economic
2017,11/30/2017,"Hutchin Hill Capital, LP & Hutchin Hill Portfolio Management, LLC",Employee owned hedge fund sponsor,Economic
2017,10/12/2017,"Public Service Insurance Company, in Rehabilitation","Provides auto, home, life and health insurance",Economic
2017,10/12/2017,"Public Service Insurance Company, in Rehabilitation","Provides auto, home, life and health insurance",Economic
2017,11/30/2017,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic
2017,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2017,9/27/2017,"Shiel Holdings, LLC (Shiel Medical Laboratory (a division of Fresenius Medical Care, NA)",Medical Laboratory,Economic
2017,11/29/2017,Morgan Stanley & Co LLC,Financial services,Economic
2017,11/22/2017,Luxfer Magtech Inc.,Global leader in self-heating technology,Economic
2017,11/20/2017,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2017,8/21/2017,"TLC Health Network, Inc./TLC Lake Shore Health Care Center",Long-Term Care Unit and Medical Surgical Unit,Economic
2017,6/28/2017,Courtyard by Marriott LaGuardia Hotel,Hotel,Economic
2017,7/17/2017,WestRock,Manufacturer of corrugated boxes.,Economic
2017,10/27/2017,"API Technologies, Corp.","Technology provider of RF/microwave, microelectronics, and security technologies.",Economic
2017,11/3/2017,AVX Corporation (Olean Advanced Products),Manufacturing ceramic capacitors,Economic
2017,6/28/2017,Courtyard by Marriott  LaGuardia Hotel,Hotel,Economic
2017,11/3/2017,"New Media News, LLC",An online news service that focused on neighborhood news in New York City,Economic
2017,11/3/2017,Lanco Corporation,"Variety of office stationery, computer items, personal  items, etc.",Economic
2017,10/27/2017,"Rana USA, LLC d/b/a Giovanni Rana Pastificio & Cucina",Restaurant,Economic
2017,10/20/2017,"Casabella Holdings, LLC",Design stylish functional home products,Economic
2017,11/3/2017,"Tops Markets, LLC",Market/grocery store,Economic
2017,10/31/2017,Apogee Retail NY LLC d/b/a Unique,Thrift Store,Economic
2017,11/3/2017,"New Media News, LLC",An online news service that focused on neighborhood news in New York City,Economic
2017,10/20/2017,100 Sardines Management LLC d/b/a Lupulo,Restaurant,Economic
2017,10/18/2017,KBFK 52 LLC dba Bar Americain,Restaurant,Economic
2017,10/26/2017,"Pfizer, Inc.",Pharmaceuticals (production),Economic
2017,10/25/2017,"White Fleischner & Fino, LLP",Leading insurance coverage and defense law firm,Economic
