year notice was documented,notice_date,company,business_type,dislocation,classification
2019,3/29/2019,"Aramark Educational Services, LLC (at New York University)","Provides food service, facilities and uniform services to hospitals, universities, school districts, stadiums and other businesses around the world",Contract Loss/End,Plant Closing
2019,3/29/2019,"Sodexo, Inc. (at Ithaca College)",Food Service Contractors,Contract Loss/End,Plant Closing
2019,3/29/2019,"Web.com Group, Inc.",Provides a range of Internet services to small businesses,Economic,Plant Layoff
2019,4/1/2019,Tiegerman Middle School,School,Relocation,Plant Closing
2019,3/28/2019,Barclays Services Corp.,School,Relocation,Plant Layoff
2019,3/26/2019,PVH - Tommy Hilfiger,Retail,Economic,Plant Closing
2019,3/25/2019,"POP Displays USA, LLC",Provides manufactured point of purchase displays for retail and consumer goods companies.,Relocation,Plant Closing
2019,3/13/2019,Ulano Corporation,Produces photo-sensitive products for the screen printing industry,Operations,Plant Closing
2019,3/14/2019,"Art Food, LLC dba The Cafes at MoMa, an affiliate of Union Square Hospitality Group, LLC (at the Museum of Modern Art) (Terrace 5)",Restaurants,Construction,Temporary Plant Unit Closing
2019,3/13/2019,Instacart (at Whole Foods Market),Food Services/Delivery,Economic,Plant Closing
2019,3/29/2019,Shop Vac Corporation d/b/a Felchar Manufacturing Corporation,"Manufacturing facility, manufacturing wet/dry vacuums",Economic,Plant Layoff
2019,3/14/2019,"Art Food, LLC dba The Cafes  at MoMa, an affiliate of Union Square Hospitality Group, LLC (at the Museum of  Modern Art) (Terrace 5)",Restaurants,Construction,Temporary  Plant Unit Closing
2019,3/14/2019,Banfi Products Corporation,Wine and Distilled Alcoholic Beverage Merchant Whole rs and Advertising Agency,Economic,Plant Layoff
2019,3/13/2019,Instacart (at Whole Foods Market),Food Services/Delivery,Economic,Plant Closing
2019,12/17/2018,Celmatix Inc. (Operations Office),Biotechnology company,Economic,Plant Closing
2019,1/29/2019,Concentrix CVG Corporation,"Inbound Call Center; Customer Service, Technical Support",Contract Loss/End,Plant Unit Closing
2019,3/13/2019,Centerplate,Food Services,Contract Loss/End,Plant Closing
2019,2/21/2019,"Kiss Products, Inc.","Fingernails, Artificial business",Relocation,Plant Closing
2019,3/8/2019,"Macy's Systems and Technology, Inc.","Engages in creating, gathering, and directing pieces of data to form management tools",Economic,Plant Closing
2019,2/27/2019,"Goldman, Sachs & Co. LLC",Global investment banking,Economic,Plant Layoff
2019,2/21/2019,"Ivy Enterprises, Inc.","Fingernails, Artificial business",Relocation,Plant Closing
2019,3/6/2019,"Calvin Klein, Inc. (Corporate Office)",Clothing Retail store,Economic,Plant Unit Closing
2019,3/4/2019,"SC & BP Services, Inc.",Self-service laundries,Economic,Plant Closing
2019,2/28/2019,Kuni's Corporation d/b/a Ikinari Steak,Restaurant,Economic,Plant Closing
2019,3/4/2019,General Dynamics Information Technology,Restaurant,Economic,Possible Plant  Closing
2019,3/4/2019,"Aramark Educational Services, LLC","Provides food service, facilities and uniform services to hospitals, universities, school districts, stadiums and other businesses",Contract Loss/End,Plant Closing
2019,12/5/2018,"New Era Cap Co., Inc.","Manufactures headwear, apparel, and accessories for men, women, youth, and kids",Economic,Plant Closing
2019,2/27/2019,"Maryhaven Center of Hope, Inc. (Vocational Rehabilitation and Day Habilitation Transportation Services Dept.)",Vocational Rehabilitation and Day Habilitation Transportation Services Dept.,Acquisition/Sale,Plant Closing
2019,2/26/2019,Empire State Mines,Underground zinc mine,Restructuring,Possible Plant Layoff
2019,2/28/2019,"Empire Vision Center, Inc.",Ophthalmic Goods Manufacturing,Economic,Plant Closing
2019,2/28/2019,MetLife (Global Technology & Operations Department),Insurance company,Economic,Plant Layoff
2019,2/21/2019,"Kiss Products, Inc.","Fingernails, Artificial business",Relocation,Plant Closing
2019,2/21/2019,"Ivy Enterprises, Inc.","Fingernails, Artificial business",Relocation,Plant Closing
2019,2/27/2019,"CareConnect Insurance Company, Inc.",Insurance company,Other,Plant Closing
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease,Plant Closing
2019,2/14/2019,New England Motor Freight (NEMF),"General Freight Trucking, Local",Economic,Plant Closing
2019,2/18/2019,"Alleson of Rochester, Inc.",Manufactures in-stock uniforms and sublimated garments.,Restructuring,Plant Closing
2019,2/7/2019,"Prestone Press, LLC",Commercial printer,Economic,Plant Closing
2019,10/9/2018,"Ivy Enterprises, Inc.","Fingernails, Artificial Business",Relocation,Plant Closing
2019,2/7/2019,"Prestone Press, LLC",Commercial printer,Economic,Plant Closing
2019,2/14/2019,AllianceBernstein L.P.,Providing investment management and research services,Relocation,Plant Layoff
2019,2/15/2019,"Macy's Systems and Technology, Inc. (MTECH Field Services Operational Unit)","Engages in creating, gathering, and directing pieces of data to form management tools",Economic,Plant Closing
2019,2/15/2019,"The Robert Allen Duralee Group, Inc.",Luxury home décor,Acquisition/Sale,Possible Plant Layoff/Closing
2019,2/19/2019,"Thesys CAT, LLC",Computer Programming Services,Operations,Plant Closing
2019,2/13/2019,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic,Plant Layoff
2019,2/13/2019,Doubletree Suites by Hilton Hotel New York City Times Square,Photographic equipment and Supplies,Economic,Plant Closing
2019,2/12/2019,"Buffalo Filter, LLC",Medical equipment manufacturer,Economic,Plant Layoff
2019,2/12/2019,"Fluor Enterprises, Inc.",Construction project management,Contract Loss/End,Plant Closing
2019,2/12/2019,"Fluor Industrial Services, Inc.",Construction project management,Contract Loss/End,Plant Closing
2019,2/12/2019,Walmart,Construction project management,Contract Loss/End,Plant Closing
2019,1/31/2019,Eastman Kodak Company (Kodak Office),Photographic equipment and Supplies,Economic,Plant Layoff
2019,10/9/2018,"Ivy Enterprises, Inc.","Fingernails, Artificial Business",Relocation,Plant Closing
2019,2/1/2019,"Web.com Group, Inc.",Provides a range of Internet services to small businesses,Economic,Plant Layoff
2019,2/6/2019,"Eclipse Advantage, LLC",Unloading services with Union Pacific/Cold Connect.,Contract Loss/End,Plant Closing
2019,2/5/2019,Concentrix CVG Corporation (formerly Convergys Corporation),Inbound Call Center,Contract Loss/End,Plant Unit Closing
2019,1/31/2019,St. Joseph School,School,Economic,Plant Closing
2019,2/1/2019,AllianceBernstein L.P.,Providing investment management and research services,Relocation,Plant Layoff
2019,1/31/2019,All Saints Regional Catholic School,Providing investment management and research services,Relocation,Plant Closing
2019,1/31/2019,Eastman Kodak Company (Eastman Business Park),Photographic equipment and Supplies,Economic,Plant Layoff
2019,1/28/2019,ABM Aviation Inc.,Cabin cleaning services at Delta Airlines at JFK International Airport. Terminals 2 and 4,Contract Loss/End,Plant Closing
2019,1/29/2019,Concentrix CVG Corporation,Cabin cleaning services at Delta Airlines at JFK International Airport. Terminals 2 and 4,Contract Loss/End,Plant Unit  Closing
2019,1/18/2019,Petland Discounts Inc.,Retail pet store,Economic,Plant Closings
2019,1/15/2019,"Metropolitan Jewish Home Care, Inc. d\b\a MJHS Home Care",Home care services,Economic,Plant Layoff
2019,1/17/2019,Centerplate at the New York Racing Association (NYRA),Hospitality services,Contract Loss/End,Plant Closing
2019,1/25/2019,SAE Sun and Earth Energy Inc.,Hospitality services,Contract Loss/End,Plant Layoff
2019,1/25/2019,"Monolith Solar Associates, LLC",Hospitality services,Contract Loss/End,Plant Layoff
2019,1/25/2019,"Monticello Raceway Management, Inc. (Casino)",Hospitality services,Contract Loss/End,Plant Closing
2019,12/17/2018,Celmatix Inc. (Operations Office),Biotechnology company,Economic,Plant Closing
2019,7/13/2018,"Gourmet Management Corp. (TGI Fridays, KFC, Taco Bell, Pizza Hut, Haagen Dazs, Tim Hortons & Beer Cart Restaurants located at the Restaurant Complex on the Amtrak level of Penn Station)",Restaurants,End of Lease,Plant Closing
2019,1/18/2019,"Third & 50, LLC (aka Dos Caminos)",Restaurant,End of Lease,Plant Closing
2019,1/18/2019,"Mercedes Distribution Center, Inc.",Warehouse Distribution service,Economic,Plant Closing
2019,1/18/2019,Macy's,Retail Store,Economic,Plant Closing
2019,1/16/2019,TheaterMania.com,"Offers directory of shows, tickets, and discounts across the U.S.",Economic,Plant Layoff
2019,1/7/2018,Senior Rehab Solutions (Norwegian Home and Health Center),Nursing home,Economic,Plant Layoff
2019,1/16/2019,"CareConnect Insurance Company, Inc.",Health insurance market,Economic,Plant Closing
2019,1/10/2019,"Kohl's Department Stores, Inc. (Store #1328)",Retail store,Economic,Plant Closing
2019,11/13/2018,Thomson Reuters Corporation,Multinational mass media and information firm,Economic,Plant Closing
2019,1/15/2019,General Motors LLC (Cadillac New York Headquarters),Automobile manufacturer and retailer.,Economic,Plant Closing
2019,1/11/2019,"Calvin Klein, Inc.",Clothing Retail store,Economic,Plant Closing
2019,1/10/2019,Aveda Institute Inc.,Beauty school,Acquisition/Sale,Plant Closing
2019,1/7/2019,"Independence Care System, Inc. (ICS)",Managed Long-Term Care (MLTC),Contract Loss/End,Plant Closing
2019,1/9/2019,"Pfizer, Inc.",Pharmaceuticals (production),Economic,Plant Closing
2019,1/7/2019,"AT&T Services, Inc.",Telecommunications (Billing Inquiry Call Center Operations),Transfer,Plant Closing
2019,1/7/2019,"Lighthouse Management Services, LLC",Property management company,Operations,Plant Closing
2019,1/6/2019,Morrison Healthcare Food and Nutrition Services at Erie Medical Center,National food and nutrition services company,Contract Loss/End,Plant Closing
2019,12/27/2018,Kmart Store (Unit 07677),Retail Store,Economic,Plant Closing
2019,12/27/2018,Kmart Store (Unit 04928),Retail Store,Economic,Plant Closing
2019,12/27/2018,"Sears, Roebuck and Co. Full Line Store (Unit 01894)",Retail Store,Economic,Plant Closing
2019,12/28/2018,"St. Lawrence Health Alliance, Inc.",Healthcare Services,Operations,Plant Closing
